chrom	start	end	direction	in_ATAC	has_activity	in_STARR_seq	n_ATAC	n_STARR_seq
chr6	9652938	9653509	Activating	False	False	True	0	1
chr6	9667926	9668691	Activating	False	False	True	0	1
chr6	9721844	9722237	Activating	False	False	True	0	1
chr6	9725044	9725582	Activating	False	False	True	0	1
chr6	9726954	9727681	Activating	False	False	True	0	1
chr6	9777358	9777832	Activating	False	False	True	0	1
chr6	9810703	9811426	Activating	False	False	True	0	1
chr6	9927231	9927764	Activating	False	False	True	0	1
chr6	9942528	9943259	Activating	False	False	True	0	1
chr6	9957286	9957807	Activating	False	False	True	0	1
chr6	9971359	9972054	Activating	False	False	True	0	1
chr6	9978420	9979077	Activating	False	False	True	0	1
chr6	10011455	10011950	Activating	False	False	True	0	1
chr6	10040215	10040650	Activating	False	False	True	0	1
chr6	10073990	10074554	Activating	False	False	True	0	1
chr6	10165883	10166531	Activating	False	False	True	0	1
chr6	10171931	10172823	Activating	False	False	True	0	1
chr6	10248304	10248850	Activating	True	True	False	1	0
chr6	10256021	10256469	Repressing	True	True	False	1	0
chr6	10313882	10315290	Activating	True	True	True	1	1
chr6	10337588	10338366	Activating	False	False	True	0	1
chr6	10347359	10348392	Activating	True	True	True	1	1
chr6	10369472	10370224	Activating	False	False	True	0	1
chr6	10375356	10375898	Repressing	True	True	False	1	0
chr6	10391639	10391985	Activating	False	False	True	0	1
chr6	10401723	10401926	Activating	True	True	False	1	0
chr6	10403664	10405164	Activating	True	True	True	1	1
chr6	10418462	10419307	Activating	True	True	True	1	1
chr6	10423222	10423644	Repressing	True	True	False	1	0
chr6	10424072	10424478	Repressing	True	True	False	1	0
chr6	10426120	10426649	Activating	False	False	True	0	1
chr6	10429501	10430802	Activating	True	True	True	1	1
chr6	10434734	10435061	Activating	True	True	False	1	0
chr6	10440873	10441744	Activating	False	False	True	0	1
chr6	10471759	10472196	Activating	False	False	True	0	1
chr6	10481894	10482464	Activating	True	True	True	1	1
chr6	10487038	10488343	Activating	True	True	True	1	1
chr6	10491603	10492267	Activating	False	False	True	0	1
chr6	10518587	10519241	Activating	True	True	True	1	1
chr6	10526152	10526606	Activating	False	False	True	0	1
chr6	10582882	10583916	Activating	True	True	False	1	0
chr6	10616622	10617432	Activating	False	False	True	0	1
chr6	10621198	10621548	Repressing	True	True	False	1	0
chr6	10633161	10633981	Activating	True	True	False	1	0
chr6	10660378	10661178	Activating	False	False	True	0	1
chr6	10676386	10676877	Activating	False	False	True	0	1
chr6	10694122	10695232	Activating	True	True	True	1	1
chr6	10719562	10720255	Activating	False	False	True	0	1
chr6	10721106	10721785	Activating	False	False	True	0	1
chr6	10722734	10723112	Activating	False	False	True	0	1
chr6	10741710	10742046	Activating	True	True	False	1	0
chr6	10861179	10861440	Activating	True	True	False	1	0
chr6	10886303	10887560	Activating	True	True	True	1	1
chr6	10919147	10920431	Repressing	True	True	False	1	0
chr6	10954224	10955010	Activating	True	True	False	1	0
chr6	11018241	11018727	Activating	False	False	True	0	1
chr6	11043066	11045072	Repressing	True	True	False	1	0
chr6	11077791	11078583	Activating	True	True	False	1	0
chr6	11087490	11088460	Activating	False	False	True	0	1
chr6	11139460	11139845	Activating	False	False	True	0	1
chr6	11143578	11144213	Activating	True	True	True	1	1
chr6	11171378	11172085	Activating	False	False	True	0	1
chr6	11185171	11185965	Activating	True	True	False	1	0
chr6	11212686	11213114	Activating	False	False	True	0	1
chr6	11263447	11264341	Activating	False	False	True	0	1
chr6	11392741	11393785	Activating	True	True	False	1	0
chr6	11401882	11402668	Activating	False	False	True	0	1
chr6	11414618	11415024	Activating	False	False	True	0	1
chr6	11416358	11416989	Activating	False	False	True	0	1
chr6	11443207	11443676	Activating	False	False	True	0	1
chr6	11452222	11452406	Activating	True	True	False	1	0
chr6	11492460	11492898	Activating	False	False	True	0	1
chr6	11566547	11567394	Activating	False	False	True	0	1
chr6	11653411	11653606	Activating	True	True	False	1	0
chr6	11675590	11675985	Activating	False	False	True	0	1
chr6	11738580	11739218	Activating	True	True	True	1	1
chr6	11770757	11771162	Activating	False	False	True	0	1
chr6	11771741	11771950	Activating	True	True	False	1	0
chr6	11772404	11772791	Activating	True	True	True	1	1
chr6	11805173	11806093	Repressing	True	True	False	1	0
chr6	11831631	11832315	Activating	False	False	True	0	1
chr6	11849383	11850060	Repressing	True	True	False	1	0
chr6	11912493	11912762	Repressing	True	True	False	1	0
chr6	11930904	11932151	Activating	True	True	True	1	1
chr6	11933131	11934418	Activating	False	False	True	0	1
chr6	11938324	11938966	Activating	True	True	False	1	0
chr6	11978206	11978878	Activating	True	True	False	1	0
chr6	11994911	11995356	Activating	True	True	False	1	0
chr6	12010704	12012594	Repressing	True	True	False	1	0
chr6	12017393	12017927	Activating	False	False	True	0	1
chr6	12023006	12023235	Activating	True	True	False	1	0
chr6	12044895	12045286	Activating	False	False	True	0	1
chr6	12076460	12076873	Activating	True	True	False	1	0
chr6	12107565	12108392	Activating	False	False	True	0	1
chr6	12208220	12208837	Activating	True	True	False	1	0
chr6	12275096	12275414	Activating	True	True	False	1	0
chr6	12290021	12290543	Activating	True	True	False	1	0
chr6	12514186	12514527	Activating	False	False	True	0	1
chr6	12637777	12638559	Activating	True	True	True	1	1
chr6	12676421	12676894	Activating	False	False	True	0	1
chr6	12805111	12805621	Activating	False	False	True	0	1
chr6	12844791	12845011	Repressing	True	True	False	1	0
chr6	13006596	13006972	Activating	True	True	False	1	0
chr6	13044364	13044906	Activating	True	True	True	1	1
chr6	13203164	13203528	Activating	True	True	False	1	0
chr6	13233382	13233841	Activating	False	False	True	0	1
chr6	13256279	13257081	Activating	True	True	True	1	1
chr6	13267231	13267625	Activating	False	False	True	0	1
chr6	13273196	13274796	Activating	True	True	True	1	1
chr6	13302662	13303470	Activating	True	True	True	1	1
chr6	13307383	13307902	Activating	False	False	True	0	1
chr6	13327665	13329043	Activating	True	True	True	1	1
chr6	13353939	13355995	Activating	True	True	False	1	0
chr6	13395006	13396208	Activating	True	True	True	1	1
chr6	13406718	13407174	Activating	True	True	False	1	0
chr6	13429135	13429694	Activating	True	True	True	2	1
chr6	13485931	13488036	Repressing	True	True	False	1	0
chr6	13510311	13511146	Activating	False	False	True	0	1
chr6	13512429	13513074	Activating	False	False	True	0	1
chr6	13541787	13542688	Activating	False	False	True	0	1
chr6	13598364	13599004	Repressing	True	True	False	1	0
chr6	13613338	13613506	Repressing	True	True	False	1	0
chr6	13614148	13616252	Activating	True	True	True	1	1
chr6	13678342	13678924	Activating	True	True	False	1	0
chr6	13706116	13706882	Activating	False	False	True	0	1
chr6	13712033	13712435	Activating	False	False	True	0	1
chr6	13717154	13717799	Activating	False	False	True	0	1
chr6	13736237	13736635	Activating	False	False	True	0	1
chr6	13743580	13744164	Activating	False	False	True	0	1
chr6	13758880	13759464	Repressing	True	True	False	1	0
chr6	13772799	13773554	Activating	False	False	True	0	1
chr6	13820159	13820321	Repressing	True	True	False	1	0
chr6	13835597	13835822	Repressing	True	True	False	1	0
chr6	13853715	13854711	Activating	True	True	True	1	1
chr6	13860429	13861109	Activating	False	False	True	0	1
chr6	13871052	13871949	Activating	False	False	True	0	1
chr6	13902462	13903862	Repressing	True	True	False	1	0
chr6	13912787	13913423	Activating	True	True	True	1	1
chr6	13979353	13979933	Activating	True	True	False	1	0
chr6	13979989	13980238	Activating	True	True	False	1	0
chr6	13987131	13987982	Activating	True	True	True	1	1
chr6	13992340	13993124	Activating	True	True	True	1	1
chr6	14001384	14001762	Activating	False	False	True	0	1
chr6	14002791	14003165	Activating	False	False	True	0	1
chr6	14017984	14019026	Activating	False	False	True	0	1
chr6	14024290	14025559	Repressing	True	True	False	1	0
chr6	14037476	14037882	Activating	True	True	False	1	0
chr6	14057757	14058294	Repressing	True	True	False	1	0
chr6	14070365	14070920	Activating	False	False	True	0	1
chr6	14071150	14071392	Repressing	True	True	False	1	0
chr6	14077292	14078126	Activating	True	True	True	1	1
chr6	14117101	14118345	Repressing	True	True	False	1	0
chr6	14168789	14169488	Activating	False	False	True	0	1
chr6	14280630	14281247	Repressing	True	True	False	1	0
chr6	14452396	14453045	Activating	True	True	False	1	0
chr6	14596447	14596753	Activating	True	True	False	1	0
chr6	14600141	14600745	Activating	False	False	True	0	1
chr6	14618665	14619687	Activating	True	True	False	1	0
chr6	14704514	14704971	Activating	False	False	True	0	1
chr6	14706341	14706934	Activating	True	True	True	1	1
chr6	14710965	14711995	Activating	True	True	True	1	1
chr6	14727805	14729094	Activating	True	True	True	1	1
chr6	14734055	14735274	Activating	True	True	True	1	1
chr6	14742630	14744471	Activating	True	True	True	1	1
chr6	14782991	14783694	Activating	False	False	True	0	1
chr6	14797323	14798002	Activating	True	True	True	1	1
chr6	14863774	14864463	Repressing	True	True	False	1	0
chr6	14865558	14866010	Activating	True	True	True	1	1
chr6	14867583	14868243	Activating	True	True	True	1	1
chr6	14874399	14875052	Activating	True	True	True	1	1
chr6	14910667	14911016	Activating	False	False	True	0	1
chr6	14912172	14913087	Repressing	True	True	False	1	0
chr6	14916227	14916951	Activating	True	True	True	1	1
chr6	14934705	14935300	Activating	False	False	True	0	1
chr6	14944162	14945069	Activating	True	True	False	1	0
chr6	14972455	14973100	Activating	True	True	False	1	0
chr6	14981954	14982384	Activating	True	True	True	1	1
chr6	15017184	15018967	Activating	True	True	False	1	0
chr6	15019944	15020729	Activating	True	True	False	1	0
chr6	15066535	15067421	Activating	True	True	True	1	1
chr6	15079292	15080119	Activating	True	True	True	1	1
chr6	15096663	15098208	Activating	True	True	False	1	0
chr6	15147933	15149026	Repressing	True	True	False	1	0
chr6	15179362	15179591	Repressing	True	True	False	1	0
chr6	15244653	15246145	Activating	True	True	True	1	1
chr6	15280848	15282145	Repressing	True	True	False	1	0
chr6	15288163	15289295	Repressing	True	True	False	1	0
chr6	15299075	15300241	Activating	True	True	True	1	1
chr6	15369389	15370252	Repressing	True	True	False	1	0
chr6	15436244	15436709	Activating	False	False	True	0	1
chr6	15498463	15498935	Activating	True	True	False	1	0
chr6	15509369	15509998	Activating	True	True	True	1	1
chr6	15553795	15554375	Activating	True	True	True	1	1
chr6	15554477	15556367	Activating	True	True	True	1	1
chr6	15575547	15576221	Activating	True	True	False	1	0
chr6	15642030	15642678	Repressing	True	True	False	1	0
chr6	15686028	15686370	Activating	False	False	True	0	1
chr6	15698310	15699192	Activating	True	True	False	1	0
chr6	15754069	15754703	Activating	True	True	True	1	1
chr6	15757958	15759007	Activating	False	False	True	0	1
chr6	15792585	15793671	Activating	True	True	False	1	0
chr6	15881037	15881602	Activating	False	False	True	0	1
chr6	15895171	15896548	Activating	True	True	True	1	1
chr6	15901148	15901999	Activating	True	True	False	1	0
chr6	15905651	15906645	Activating	True	True	False	1	0
chr6	15937320	15938422	Activating	True	True	True	1	1
chr6	15939031	15939373	Activating	False	False	True	0	1
chr6	15968430	15968989	Activating	False	False	True	0	1
chr6	16016135	16016609	Activating	False	False	True	0	1
chr6	16030827	16032075	Activating	True	True	True	1	1
chr6	16059761	16060672	Activating	True	True	False	1	0
chr6	16068505	16069290	Activating	False	False	True	0	1
chr6	16097734	16098492	Activating	True	True	True	1	1
chr6	16128784	16129132	Activating	False	False	True	0	1
chr6	16130627	16131461	Activating	True	True	True	1	1
chr6	16180994	16181463	Activating	False	False	True	0	1
chr6	16181467	16182219	Activating	False	False	True	0	1
chr6	16197331	16198145	Activating	False	False	True	0	1
chr6	16214807	16216020	Activating	True	True	True	1	1
chr6	16217537	16218832	Activating	False	False	True	0	1
chr6	16226243	16226937	Activating	False	False	True	0	1
chr6	16265304	16266379	Activating	True	True	True	1	1
chr6	16266548	16268168	Activating	True	True	True	1	1
chr6	16277341	16277737	Activating	False	False	True	0	1
chr6	16285571	16286425	Repressing	True	True	False	1	0
chr6	16288439	16289228	Activating	False	False	True	0	1
chr6	16316658	16317075	Repressing	True	True	False	1	0
chr6	16319879	16320706	Activating	True	True	True	1	1
chr6	16322529	16323486	Activating	True	True	False	1	0
chr6	16337460	16337993	Activating	True	True	True	1	1
chr6	16344565	16346107	Activating	True	True	True	1	1
chr6	16347157	16347937	Activating	False	False	True	0	1
chr6	16390955	16391213	Activating	True	True	False	1	0
chr6	16402010	16402227	Activating	True	True	False	1	0
chr6	16434527	16435468	Activating	True	True	True	1	1
chr6	16455723	16456246	Activating	False	False	True	0	1
chr6	16541143	16541693	Activating	True	True	False	1	0
chr6	16547469	16548160	Activating	False	False	True	0	1
chr6	16637667	16638064	Activating	False	False	True	0	1
chr6	16638965	16639398	Activating	False	False	True	0	1
chr6	16712639	16713329	Activating	True	True	True	1	1
chr6	16752498	16753132	Activating	True	True	True	1	1
chr6	16759727	16761149	Repressing	True	True	False	1	0
chr6	16761340	16762185	Repressing	True	True	False	1	0
chr6	16769122	16769423	Activating	True	True	False	1	0
chr6	16803307	16804067	Activating	True	True	False	1	0
chr6	17015533	17016547	Activating	True	True	True	1	1
chr6	17032965	17033375	Activating	False	False	True	0	1
chr6	17178984	17180230	Activating	False	False	True	0	1
chr6	17200629	17201384	Activating	False	False	True	0	1
chr6	17205720	17206248	Activating	False	False	True	0	1
chr6	17272826	17273534	Activating	False	False	True	0	1
chr6	17311523	17312277	Activating	True	True	True	1	1
chr6	17341162	17341960	Activating	False	False	True	0	1
chr6	17381660	17382222	Activating	False	False	True	0	1
chr6	17389276	17389776	Activating	False	False	True	0	1
chr6	17457256	17457825	Activating	False	False	True	0	1
chr6	17493198	17493808	Activating	True	True	True	1	1
chr6	17510533	17511809	Activating	True	True	True	1	1
chr6	17577810	17578015	Activating	True	True	False	1	0
chr6	17580702	17581721	Activating	False	False	True	0	1
chr6	17599955	17601594	Activating	True	True	True	1	1
chr6	17610750	17611218	Repressing	True	True	False	1	0
chr6	17612974	17613543	Repressing	True	True	False	1	0
chr6	17691425	17692550	Repressing	True	True	False	1	0
chr6	17705452	17707332	Activating	True	True	True	1	1
chr6	17714596	17715754	Activating	True	True	True	1	1
chr6	17721469	17722128	Repressing	True	True	False	1	0
chr6	17729011	17730711	Activating	True	True	True	1	1
chr6	17740303	17741249	Repressing	True	True	False	1	0
chr6	17744089	17745469	Activating	True	True	True	1	1
chr6	17819849	17820595	Activating	True	True	False	1	0
chr6	17833216	17833634	Repressing	True	True	False	1	0
chr6	17843094	17843997	Activating	True	True	True	1	1
chr6	17845039	17845376	Activating	False	False	True	0	1
chr6	17864159	17864611	Activating	True	True	True	1	1
chr6	17897280	17898262	Activating	False	False	True	0	1
chr6	17907230	17908495	Activating	True	True	True	1	1
chr6	17929854	17930995	Activating	True	True	True	1	1
chr6	17971394	17972273	Activating	True	True	False	1	0
chr6	17975569	17976347	Activating	False	False	True	0	1
chr6	17993490	17994033	Activating	True	True	True	1	1
chr6	18010376	18011346	Activating	False	False	True	0	1
chr6	18020427	18020765	Activating	False	False	True	0	1
chr6	18053061	18054511	Activating	True	True	True	1	1
chr6	18075315	18075652	Activating	False	False	True	0	1
chr6	18089698	18090073	Activating	False	False	True	0	1
chr6	18122386	18122879	Activating	True	True	True	1	1
chr6	18126112	18126652	Activating	True	True	False	1	0
chr6	18242066	18243050	Activating	True	True	True	1	1
chr6	18263825	18265332	Activating	True	True	True	1	1
chr6	18368181	18368951	Activating	True	True	True	1	1
chr6	18415161	18415755	Activating	True	True	True	1	1
chr6	18432112	18432973	Activating	True	True	True	2	1
chr6	18503644	18504309	Activating	True	True	False	1	0
chr6	18584891	18585652	Activating	True	True	True	1	1
chr6	18611479	18611821	Activating	False	False	True	0	1
chr6	18632592	18633206	Activating	False	False	True	0	1
chr6	18988514	18988983	Activating	False	False	True	0	1
chr6	19012957	19013512	Activating	False	False	True	0	1
chr6	19270620	19271537	Activating	False	False	True	0	1
chr6	19312209	19312686	Activating	False	False	True	0	1
chr6	19333867	19334289	Activating	False	False	True	0	1
chr6	19417688	19418219	Activating	False	False	True	0	1
chr6	19471970	19472534	Activating	False	False	True	0	1
chr6	19608456	19609069	Activating	False	False	True	0	1
chr6	19731054	19731732	Activating	True	True	True	1	1
chr6	19735788	19736667	Activating	True	True	True	1	1
chr6	19765149	19765708	Activating	False	False	True	0	1
chr6	19804373	19805630	Activating	True	True	True	1	1
chr6	19853739	19854422	Activating	False	False	True	0	1
chr6	19895720	19896410	Activating	False	False	True	0	1
chr6	19904470	19904718	Repressing	True	True	False	1	0
chr6	19995297	19996556	Activating	True	True	True	1	1
chr6	19999487	20000335	Activating	True	True	True	1	1
chr6	20032461	20033262	Activating	False	False	True	0	1
chr6	20138675	20139558	Activating	True	True	True	1	1
chr6	20169880	20170362	Repressing	True	True	False	1	0
chr6	20211943	20213099	Repressing	True	True	False	1	0
chr6	20233644	20234407	Activating	False	False	True	0	1
chr6	20239307	20240067	Activating	False	False	True	0	1
chr6	20243987	20244856	Activating	False	False	True	0	1
chr6	20259835	20260481	Activating	False	False	True	0	1
chr6	20267093	20267840	Activating	True	True	False	1	0
chr6	20301380	20303316	Activating	True	True	True	1	1
chr6	20318960	20320157	Activating	False	False	True	0	1
chr6	20320413	20320837	Activating	False	False	True	0	1
chr6	20372329	20372852	Activating	False	False	True	0	1
chr6	20401175	20402105	Activating	True	True	False	1	0
chr6	20402259	20404504	Activating	True	True	True	1	1
chr6	20458037	20459315	Activating	True	True	True	1	1
chr6	20533539	20535263	Activating	True	True	True	1	1
chr6	20652078	20652684	Activating	True	True	False	1	0
chr6	20701877	20703012	Activating	True	True	True	1	1
chr6	20711419	20712462	Activating	True	True	True	1	1
chr6	20810084	20811735	Activating	True	True	True	1	1
chr6	20826389	20826767	Activating	True	True	False	1	0
chr6	20835365	20836149	Repressing	True	True	False	1	0
chr6	20846442	20847249	Activating	True	True	True	1	1
chr6	21053380	21054118	Activating	False	False	True	0	1
chr6	21067462	21067893	Activating	False	False	True	0	1
chr6	21085499	21085901	Activating	False	False	True	0	1
chr6	21140731	21141152	Activating	False	False	True	0	1
chr6	21163191	21164118	Activating	True	True	True	1	1
chr6	21263472	21265151	Activating	True	True	True	1	1
chr6	21294012	21294611	Activating	False	False	True	0	1
chr6	21423128	21423754	Repressing	True	True	False	1	0
chr6	21550874	21552380	Activating	False	False	True	0	1
chr6	21594205	21595356	Activating	True	True	True	1	1
chr6	21609238	21610629	Activating	True	True	True	1	1
chr6	21615389	21616114	Activating	False	False	True	0	1
chr6	21761412	21762424	Activating	True	True	True	1	1
chr6	21914169	21914814	Activating	True	True	False	1	0
chr6	21925231	21926482	Activating	True	True	True	1	1
chr6	21971554	21971941	Activating	True	True	False	1	0
chr6	21987324	21988080	Activating	True	True	True	1	1
chr6	21997384	21998051	Activating	True	True	False	1	0
chr6	22025142	22026248	Activating	True	True	True	1	1
chr6	22072890	22073460	Activating	True	True	True	1	1
chr6	22171754	22172145	Activating	False	False	True	0	1
chr6	22180210	22181128	Activating	True	True	True	1	1
chr6	22198280	22199248	Activating	False	False	True	0	1
chr6	22317895	22318330	Activating	False	False	True	0	1
chr6	22322511	22322853	Activating	False	False	True	0	1
chr6	22348995	22349528	Activating	True	True	False	1	0
chr6	22355492	22356300	Activating	False	False	True	0	1
chr6	22474250	22474685	Activating	False	False	True	0	1
chr6	22529850	22530359	Activating	False	False	True	0	1
chr6	22569056	22570317	Activating	False	False	True	0	1
chr6	22612176	22612828	Activating	False	False	True	0	1
chr6	22643564	22644057	Activating	False	False	True	0	1
chr6	22725424	22725978	Activating	False	False	True	0	1
chr6	22892381	22892753	Activating	False	False	True	0	1
chr6	22980112	22981013	Activating	False	False	True	0	1
chr6	23035782	23036271	Activating	False	False	True	0	1
chr6	23176782	23177417	Activating	False	False	True	0	1
chr6	23210609	23211240	Activating	False	False	True	0	1
chr6	23295322	23295939	Activating	False	False	True	0	1
chr6	23451829	23452558	Activating	False	False	True	0	1
chr6	23497926	23498340	Activating	False	False	True	0	1
chr6	23915502	23916030	Activating	False	False	True	0	1
chr6	24142640	24143283	Activating	False	False	True	0	1
chr6	24222893	24223728	Activating	True	True	True	1	1
chr6	24228552	24229288	Activating	False	False	True	0	1
chr6	24258276	24259349	Activating	False	False	True	0	1
chr6	24284121	24284308	Repressing	True	True	False	1	0
chr6	24522474	24522789	Activating	True	True	False	1	0
chr6	24645658	24646712	Repressing	True	True	False	1	0
chr6	24666299	24667416	Activating	True	True	True	1	1
chr6	24720053	24721920	Activating	True	True	True	1	1
chr6	24743116	24743923	Activating	True	True	True	1	1
chr6	24756196	24756811	Activating	True	True	True	1	1
chr6	24765287	24766190	Activating	False	False	True	0	1
chr6	24774482	24776305	Activating	True	True	True	1	1
chr6	24788167	24789182	Repressing	True	True	False	1	0
chr6	24816948	24817714	Activating	False	False	True	0	1
chr6	24922257	24922482	Activating	True	True	False	1	0
chr6	25035344	25036600	Activating	True	True	True	1	1
chr6	25050315	25050854	Activating	True	True	True	1	1
chr6	25139465	25140055	Activating	True	True	True	1	1
chr6	25155262	25155547	Activating	True	True	False	1	0
chr6	25171275	25171842	Activating	False	False	True	0	1
chr6	25206996	25208064	Activating	True	True	False	1	0
chr6	25458428	25458933	Activating	False	False	True	0	1
chr6	25489508	25489677	Activating	True	True	False	1	0
chr6	25534985	25535892	Activating	True	True	True	1	1
chr6	25582941	25583415	Activating	True	True	True	1	1
chr6	25608615	25608985	Activating	True	True	True	1	1
chr6	25652070	25652833	Repressing	True	True	False	1	0
chr6	25660176	25661008	Activating	True	True	True	1	1
chr6	25676686	25677286	Activating	False	False	True	0	1
chr6	25709833	25710606	Activating	True	True	True	1	1
chr6	25712618	25712787	Activating	True	True	False	1	0
chr6	25725571	25727753	Activating	True	True	True	1	1
chr6	25732030	25732817	Activating	True	True	True	1	1
chr6	25791994	25792506	Activating	False	False	True	0	1
chr6	25793946	25794351	Activating	False	False	True	0	1
chr6	25865689	25866597	Activating	True	True	True	1	1
chr6	25910092	25911311	Activating	True	True	True	1	1
chr6	25918178	25918633	Activating	False	False	True	0	1
chr6	25951183	25951798	Activating	True	True	True	1	1
chr6	25970857	25972087	Activating	True	True	True	1	1
chr6	25981419	25982008	Activating	True	True	True	1	1
chr6	25991728	25992260	Activating	True	True	False	1	0
chr6	26021054	26022048	Activating	True	True	True	1	1
chr6	26025458	26027488	Activating	True	True	True	2	1
chr6	26031386	26032344	Activating	True	True	False	1	0
chr6	26033116	26033871	Activating	True	True	True	1	1
chr6	26043545	26044232	Activating	False	False	True	0	1
chr6	26044991	26045687	Activating	False	False	True	0	1
chr6	26103957	26104349	Activating	False	False	True	0	1
chr6	26107928	26108445	Activating	False	False	True	0	1
chr6	26122636	26124688	Activating	True	True	True	1	1
chr6	26130982	26132155	Repressing	True	True	False	1	0
chr6	26171688	26173641	Activating	True	True	True	1	1
chr6	26183396	26183907	Activating	False	False	True	0	1
chr6	26188237	26189723	Activating	True	True	False	1	0
chr6	26195368	26195792	Activating	True	True	False	1	0
chr6	26196859	26197585	Activating	True	True	True	1	1
chr6	26198798	26200179	Activating	True	True	True	1	1
chr6	26203758	26205030	Activating	True	True	True	1	1
chr6	26205889	26206429	Activating	True	True	True	1	1
chr6	26216219	26217425	Activating	True	True	False	1	0
chr6	26224811	26225407	Activating	False	False	True	0	1
chr6	26240078	26241274	Activating	False	False	True	0	1
chr6	26249664	26250792	Activating	True	True	True	1	1
chr6	26251421	26252065	Activating	True	True	False	1	0
chr6	26268733	26269349	Activating	False	False	True	0	1
chr6	26271104	26271792	Activating	False	False	True	0	1
chr6	26272705	26273161	Activating	False	False	True	0	1
chr6	26285060	26286055	Activating	True	True	True	1	1
chr6	26295653	26296597	Activating	True	True	True	1	1
chr6	26303474	26304339	Activating	True	True	True	2	1
chr6	26309806	26310024	Activating	True	True	False	1	0
chr6	26330772	26331232	Activating	True	True	False	1	0
chr6	26336281	26337106	Activating	True	True	True	1	1
chr6	26351308	26351926	Activating	True	True	True	1	1
chr6	26440068	26440913	Activating	True	True	True	1	1
chr6	26474537	26475069	Repressing	True	True	False	1	0
chr6	26497626	26498205	Activating	False	False	True	0	1
chr6	26520479	26522384	Activating	True	True	True	1	1
chr6	26553780	26554472	Repressing	True	True	False	1	0
chr6	26582643	26583924	Repressing	True	True	False	1	0
chr6	26596583	26597428	Activating	True	True	True	1	1
chr6	26659182	26660376	Activating	True	True	True	1	1
chr6	26678462	26679013	Activating	False	False	True	0	1
chr6	26698008	26698584	Activating	True	True	False	1	0
chr6	26720631	26721441	Activating	True	True	False	1	0
chr6	26722328	26722906	Activating	False	False	True	0	1
chr6	26745534	26746302	Activating	True	True	False	1	0
chr6	26754860	26755303	Activating	False	False	True	0	1
chr6	26770568	26771602	Activating	True	True	False	1	0
chr6	26778747	26779396	Activating	False	False	True	0	1
chr6	26780252	26780442	Activating	True	True	False	1	0
chr6	26780517	26781199	Activating	True	True	False	1	0
chr6	26894504	26895066	Activating	False	False	True	0	1
chr6	26956100	26957205	Activating	True	True	True	1	1
chr6	26961047	26961475	Activating	False	False	True	0	1
chr6	27019015	27020682	Activating	True	True	True	1	1
chr6	27049953	27050301	Activating	False	False	True	0	1
chr6	27126888	27127574	Activating	True	True	False	1	0
chr6	27131657	27133599	Activating	True	True	True	2	1
chr6	27138363	27140204	Activating	True	True	True	1	1
chr6	27145664	27147690	Activating	True	True	True	2	1
chr6	27194409	27194940	Activating	False	False	True	0	1
chr6	27236246	27236953	Activating	True	True	True	1	1
chr6	27290064	27290346	Activating	True	True	False	1	0
chr6	27367775	27368542	Activating	True	True	True	1	1
chr6	27380410	27381114	Activating	False	False	True	0	1
chr6	27388374	27389621	Activating	True	True	True	1	1
chr6	27415812	27416358	Activating	False	False	True	0	1
chr6	27422791	27423325	Activating	False	False	True	0	1
chr6	27424158	27424994	Activating	False	False	True	0	1
chr6	27472141	27473552	Activating	True	True	True	1	1
chr6	27547504	27547940	Repressing	True	True	False	1	0
chr6	27565866	27566058	Activating	True	True	False	1	0
chr6	27584175	27584613	Activating	True	True	False	1	0
chr6	27633049	27633707	Activating	False	False	True	0	1
chr6	27684176	27684821	Repressing	True	True	False	1	0
chr6	27693904	27694345	Activating	False	False	True	0	1
chr6	27738171	27739019	Activating	False	False	True	0	1
chr6	27800573	27801391	Activating	True	True	True	1	1
chr6	27807291	27808802	Activating	True	True	True	1	1
chr6	27809784	27810600	Activating	True	True	True	1	1
chr6	27812843	27813435	Activating	True	True	True	1	1
chr6	27814292	27815066	Activating	True	True	True	1	1
chr6	27817881	27818070	Repressing	True	True	False	1	0
chr6	27823682	27825280	Activating	True	True	True	1	1
chr6	27829460	27829834	Repressing	True	True	False	1	0
chr6	27830631	27831880	Activating	True	True	True	1	1
chr6	27834894	27835067	Activating	True	True	False	1	0
chr6	27836752	27837710	Activating	True	True	True	1	1
chr6	27837789	27839143	Activating	True	True	True	1	1
chr6	27864823	27865846	Activating	True	True	True	1	1
chr6	27866099	27867731	Activating	True	True	False	1	0
chr6	27871965	27872479	Activating	False	False	True	0	1
chr6	27891939	27893954	Activating	True	True	True	1	1
chr6	27894270	27894758	Activating	True	True	True	1	1
chr6	27923025	27923308	Activating	True	True	False	1	0
chr6	27940641	27941143	Activating	True	True	False	1	0
chr6	27943117	27943567	Activating	False	False	True	0	1
chr6	27998619	27999028	Activating	False	False	True	0	1
chr6	28079742	28081628	Activating	True	True	True	1	2
chr6	28090974	28091337	Activating	False	False	True	0	1
chr6	28104270	28105673	Activating	True	True	True	1	1
chr6	28136588	28137537	Activating	True	True	True	1	1
chr6	28141453	28142258	Activating	True	True	True	1	1
chr6	28161327	28162147	Activating	True	True	True	1	1
chr6	28221846	28222394	Activating	False	False	True	0	1
chr6	28225042	28225992	Activating	True	True	True	1	1
chr6	28259069	28259624	Activating	False	False	True	0	1
chr6	28266898	28267675	Activating	True	True	True	1	1
chr6	28269452	28269987	Activating	True	True	True	1	1
chr6	28281356	28281836	Activating	False	False	True	0	1
