chrom	start	end	REST	ENCODE_CTCF	GRCh38_CTCF	K562_CTCF
chr5	175728930	175730311	True	True	True	True
chr5	175796731	175797456	True	False	True	True
chr5	175867894	175868155	False	True	True	True
chr5	175871472	175872408	True	False	True	False
chr5	175914125	175914498	False	False	False	False
chr5	175968019	175968494	False	False	True	True
chr5	176022716	176023139	False	False	False	False
chr5	176046766	176046990	False	False	False	False
chr5	176134409	176135761	False	False	False	False
chr5	176169673	176170629	False	False	False	False
chr5	176361480	176361996	True	True	True	True
chr5	176416196	176416911	True	True	True	True
chr5	176521082	176522158	False	False	False	False
chr5	176527334	176528156	False	False	True	False
chr5	176562219	176563143	False	False	False	False
chr5	176619086	176619748	True	True	True	True
chr5	176630027	176630877	False	False	True	True
chr5	176637651	176637972	False	False	False	False
chr5	176648577	176648948	False	False	False	False
chr5	176657906	176658490	True	True	True	True
chr5	176710900	176711144	True	True	False	False
chr5	176804014	176804438	True	False	False	False
chr5	176810116	176810826	False	False	True	False
chr5	176812683	176813299	True	True	True	True
chr5	176854251	176854455	False	False	False	False
chr5	176869831	176870668	True	True	True	True
chr5	176875172	176875350	False	False	False	False
chr5	176879494	176880308	True	False	False	False
chr5	176881843	176882073	True	False	False	False
chr5	176888127	176888560	False	False	False	False
chr5	176936377	176936804	False	False	False	False
chr5	177078173	177078508	False	False	False	False
chr5	177099493	177099810	False	False	True	False
chr5	177161081	177161511	False	False	False	False
chr5	177357477	177358004	False	False	True	False
chr5	177370638	177371162	True	True	True	True
chr5	177427985	177428478	False	False	True	True
chr5	177446097	177447495	True	False	True	True
chr5	177457581	177457961	False	True	True	True
chr5	177482407	177482641	False	False	False	False
chr5	177484107	177485700	False	False	True	False
chr5	177528922	177530345	True	False	False	False
chr5	177604085	177604480	False	False	True	False
chr5	177846656	177846944	False	False	False	False
chr5	177978865	177980756	False	False	True	False
chr5	177982140	177982761	True	True	True	True
chr5	178120769	178121489	True	True	True	True
chr5	178130699	178131135	False	False	True	True
chr5	178136777	178137736	False	False	False	False
chr5	178177623	178177813	False	False	True	False
chr5	178181929	178182981	False	False	False	False
chr5	178211186	178213477	False	False	True	False
chr5	178246767	178247242	False	False	False	False
chr5	178309305	178309660	True	True	True	True
chr5	178476563	178476825	False	False	False	False
chr5	178535194	178535921	False	False	False	False
chr5	178589863	178591002	True	True	True	True
chr5	178730324	178730862	True	True	True	True
chr5	178838733	178839158	False	False	True	True
chr5	179165368	179166133	False	False	False	False
chr5	179212966	179213169	False	True	True	False
chr5	179261313	179261971	True	True	True	True
chr5	179345115	179345981	False	False	True	True
chr5	179493954	179494357	True	True	True	True
chr5	179517814	179518065	False	False	False	False
chr5	179544567	179544971	False	False	False	False
chr5	179606959	179608607	False	False	True	False
chr5	179610202	179611341	False	False	True	False
chr5	179616008	179616210	False	False	False	False
chr5	179634420	179634897	False	False	True	False
chr5	179801866	179802102	True	True	True	True
chr5	179820676	179821182	True	True	True	True
chr5	179858792	179859182	False	True	True	True
chr5	179870085	179871235	True	True	True	True
chr5	179906857	179907281	False	False	True	False
chr5	179907357	179908308	True	True	True	True
chr5	179908665	179908913	False	True	True	False
chr5	180087076	180087320	False	False	False	False
chr5	180099077	180099690	False	False	False	False
chr5	180100082	180100363	False	False	False	False
chr5	180118172	180118915	False	False	False	False
chr5	180160948	180162292	False	True	True	True
chr5	180291183	180292855	False	True	True	True
chr5	180292958	180293824	True	True	True	True
chr5	180353229	180353570	False	False	True	False
chr5	180467374	180467742	False	False	True	False
chr5	180506956	180508424	False	False	True	False
chr5	180521593	180522297	False	False	False	False
chr5	180625387	180625849	False	False	False	False
chr5	180648881	180649811	False	True	True	True
chr5	180679232	180679713	False	False	False	False
chr5	180820287	180820907	False	False	True	False
chr5	180825245	180826070	False	False	True	False
chr5	181037245	181037754	False	False	True	True
chr5	181052574	181054373	True	False	True	False
chr5	181111131	181111367	False	False	True	False
chr5	181151046	181151537	True	True	True	False
chr5	181188307	181188629	False	False	True	False
chr5	181203773	181205416	True	True	True	True
chr5	181216936	181218581	True	True	True	True
chr5	181221659	181222846	True	False	True	False
chr5	181233801	181236827	False	False	True	False
chr6	68686	69941	False	False	False	False
chr6	246326	246681	False	False	True	False
chr6	303950	304597	False	True	True	True
chr6	353610	354450	False	False	True	False
chr6	436006	436821	False	False	False	False
chr6	617564	617788	False	False	True	False
chr6	1389372	1389890	False	False	True	False
chr6	1433846	1434493	False	False	False	False
chr6	1552384	1552765	False	True	True	False
chr6	1899733	1900198	False	False	False	False
chr6	2216793	2217146	False	False	False	False
chr6	2462471	2463598	False	False	True	False
chr6	2596318	2596665	False	True	True	False
chr6	2782088	2782621	False	False	False	False
chr6	2797188	2798051	False	False	True	False
chr6	2883921	2884280	False	False	False	False
chr6	2903268	2903653	False	True	True	True
chr6	2931909	2932805	True	True	True	True
chr6	2999167	3000870	True	True	True	True
chr6	3016518	3017087	False	False	False	False
chr6	3108470	3109547	False	False	False	False
chr6	3157379	3157997	True	True	True	True
chr6	3224834	3225364	False	False	False	False
chr6	3312426	3313116	False	False	False	False
chr6	3372100	3372720	True	True	True	True
chr6	3414776	3415357	False	False	False	False
chr6	3456309	3458055	True	True	True	True
chr6	3511149	3512027	True	True	True	True
chr6	3540587	3540817	False	False	False	False
chr6	3548656	3548896	False	False	False	False
chr6	3571205	3571947	False	False	True	False
chr6	3618734	3618961	False	False	False	False
chr6	3669696	3670529	False	False	False	False
chr6	3849061	3849558	True	True	True	True
chr6	3925135	3926076	False	False	False	False
chr6	4065269	4067010	False	False	False	False
chr6	4281703	4282104	True	True	True	False
chr6	4660736	4661354	False	False	True	False
chr6	4734106	4734570	False	False	True	False
chr6	4775931	4777502	False	False	True	False
chr6	4789092	4789866	False	False	True	False
chr6	4802819	4803745	True	False	False	False
chr6	5112486	5112973	False	False	False	False
chr6	5246429	5246850	False	False	True	False
chr6	5247994	5248881	False	False	False	False
chr6	5378971	5380001	True	True	True	True
chr6	5786549	5787223	False	False	True	False
chr6	6261597	6262071	False	False	False	False
chr6	6299974	6300623	False	False	False	False
chr6	6695541	6696235	False	False	True	False
chr6	6772707	6773463	False	False	False	False
chr6	6820733	6821055	False	False	False	False
chr6	6927491	6928661	True	True	True	True
chr6	6959238	6959519	False	False	False	False
chr6	7035896	7036890	False	False	False	False
chr6	7041603	7042793	False	False	True	False
chr6	7099085	7099493	False	False	False	False
chr6	7115089	7116087	False	False	True	False
chr6	7129122	7129682	False	False	False	False
chr6	7157645	7158060	True	True	True	False
chr6	7261952	7262311	False	False	True	False
chr6	7275980	7276851	True	True	True	True
chr6	7325834	7326170	False	False	False	False
chr6	7331301	7331795	False	False	False	False
chr6	7390602	7390761	False	False	True	False
chr6	7541206	7542118	False	False	True	False
chr6	7555703	7556003	False	False	False	False
chr6	10256021	10256469	True	True	True	True
chr6	10375356	10375898	False	False	False	False
chr6	10423222	10423644	False	True	True	False
chr6	10424072	10424478	False	True	True	True
chr6	10426120	10426649	False	False	True	False
chr6	10621198	10621548	True	True	True	False
chr6	10722734	10723112	True	False	True	False
chr6	10919147	10920431	False	False	False	False
chr6	11043066	11045072	True	True	True	True
chr6	11805173	11806093	False	False	False	False
chr6	11849383	11850060	False	False	True	False
chr6	11912493	11912762	True	True	True	True
chr6	12010704	12012594	True	False	True	False
chr6	12844791	12845011	True	True	True	True
chr6	13485931	13488036	False	True	True	True
chr6	13598364	13599004	False	False	False	False
chr6	13613338	13613506	False	True	True	False
chr6	13758880	13759464	False	False	False	False
chr6	13820159	13820321	False	False	False	False
chr6	13835597	13835822	False	False	False	False
chr6	13902462	13903862	False	False	False	False
chr6	14024290	14025559	False	False	True	False
chr6	14057757	14058294	False	False	False	False
chr6	14071150	14071392	True	True	False	False
chr6	14117101	14118345	True	True	True	True
chr6	14280630	14281247	True	True	True	True
chr6	14704514	14704971	False	False	True	False
chr6	14863774	14864463	True	True	True	True
chr6	14912172	14913087	False	False	False	False
chr6	15147933	15149026	False	False	True	False
chr6	15179362	15179591	False	False	False	False
chr6	15280848	15282145	False	False	False	False
chr6	15288163	15289295	False	True	True	False
chr6	15369389	15370252	False	False	False	False
chr6	15642030	15642678	False	True	True	True
chr6	16128784	16129132	True	True	True	True
chr6	16285571	16286425	False	True	True	True
chr6	16316658	16317075	False	True	True	True
chr6	16759727	16761149	True	False	True	True
chr6	16761340	16762185	True	True	True	True
chr6	17610750	17611218	False	False	False	False
chr6	17612974	17613543	False	False	False	False
chr6	17691425	17692550	False	False	False	False
chr6	17721469	17722128	False	False	True	False
chr6	17740303	17741249	False	False	False	False
chr6	17833216	17833634	True	False	True	False
chr6	19904470	19904718	False	True	True	False
chr6	20169880	20170362	False	False	False	False
chr6	20211943	20213099	True	True	True	True
chr6	20320413	20320837	False	False	False	False
chr6	20835365	20836149	False	False	False	False
chr6	21423128	21423754	False	False	False	False
chr6	22171754	22172145	False	False	False	False
chr6	24284121	24284308	False	True	True	False
chr6	24645658	24646712	False	False	True	False
chr6	24774785	24775469	True	False	True	False
chr6	24788167	24789182	False	False	False	False
chr6	25652070	25652833	True	False	True	False
chr6	26103957	26104349	True	True	True	True
chr6	26130982	26132155	False	False	True	False
chr6	26249805	26250367	False	True	True	True
chr6	26474537	26475069	False	False	True	False
chr6	26553780	26554472	False	False	True	False
chr6	26582643	26583924	False	False	False	False
chr6	27547504	27547940	False	False	True	False
chr6	27684176	27684821	False	False	True	False
chr6	27817881	27818070	False	False	False	False
chr6	27829460	27829834	False	False	False	False
chr6	28090974	28091337	False	False	True	False
chr6	28347052	28347435	False	False	False	False
chr6	28355552	28356462	True	True	True	True
chr6	28474180	28475318	False	False	True	False
chr6	28621475	28621857	False	False	False	False
chr6	28875390	28875660	False	False	False	False
chr6	28891114	28892066	True	False	False	False
chr6	28940356	28941877	True	True	True	False
chr6	28950961	28951362	True	False	True	False
chr6	28952949	28953398	False	False	True	False
chr6	28980473	28981045	True	False	True	True
chr6	29112152	29112444	True	True	True	True
chr6	29159651	29160040	False	False	False	False
chr6	29532735	29533276	False	False	False	False
chr6	29627489	29629123	True	True	True	True
chr6	30326407	30327339	False	True	True	True
chr6	30396714	30397985	True	True	True	True
chr6	30532361	30533007	True	True	True	True
chr6	30555298	30555807	False	False	True	False
chr6	30646087	30646314	False	False	True	False
chr6	30670842	30671052	False	True	True	True
chr6	30707331	30707854	False	False	False	False
chr6	30725419	30726596	False	False	True	False
chr6	30778810	30779523	False	False	True	False
chr6	30795771	30796496	False	False	False	False
chr6	30819960	30820556	False	True	True	False
chr6	30883795	30886697	False	False	True	True
chr6	30925318	30925874	False	False	False	False
chr6	30988433	30988863	False	False	False	False
chr6	31009816	31010085	False	False	False	False
chr6	31044219	31044616	False	True	True	True
chr6	31126809	31127401	False	False	True	False
chr6	31128154	31128470	True	True	True	True
chr6	31150106	31150687	False	False	True	False
chr6	31307999	31309242	False	False	True	False
chr6	31356411	31357441	False	False	True	False
chr6	31389100	31389807	False	False	False	False
chr6	31414179	31415044	False	False	False	False
chr6	31441472	31442874	True	True	True	True
chr6	31515513	31516587	False	False	True	False
chr6	31528124	31530194	False	False	True	True
chr6	31658396	31658559	False	False	True	False
chr6	31676373	31677222	False	False	False	False
chr6	31687457	31687620	False	True	True	True
chr6	31689597	31689982	True	True	True	True
chr6	31691466	31692043	False	False	False	False
chr6	31729250	31730584	True	True	True	True
chr6	31762763	31764032	True	False	True	False
chr6	31769595	31770265	True	True	True	True
chr6	31772888	31773174	True	True	True	True
chr6	31776722	31778192	True	True	True	True
chr6	31829433	31829741	False	False	True	False
chr6	31839955	31842793	False	False	False	False
chr6	31870397	31871573	False	True	True	True
chr6	31878461	31879143	False	False	False	False
chr6	31888461	31889457	True	True	True	True
chr6	31907333	31907885	False	False	True	False
chr6	32087243	32088157	True	True	True	True
chr6	32108025	32111103	False	False	True	False
chr6	32204175	32204654	False	False	False	False
chr6	32228902	32229682	False	False	False	False
chr6	32458443	32458888	False	False	False	False
chr6	32981697	32984375	False	False	True	False
chr6	33009235	33009866	False	False	True	False
chr6	33069402	33069630	False	False	True	False
chr6	33082632	33083042	True	True	True	True
chr6	33161346	33162471	True	True	True	True
chr6	33172538	33173310	True	True	True	True
chr6	33175635	33175999	True	True	True	False
chr6	33213091	33215234	False	False	True	False
chr6	33263344	33264567	False	False	False	False
chr6	33312448	33313016	True	False	True	True
chr6	33313794	33314283	True	False	True	False
chr6	33427619	33428371	False	True	True	True
chr6	33473715	33474266	False	False	False	False
chr6	33490270	33491015	False	True	True	True
chr6	33571244	33571672	False	True	True	True
chr6	33585324	33586125	True	True	True	True
chr6	33598768	33599016	False	False	False	False
chr6	33633157	33634283	False	False	True	False
chr6	33671009	33671430	False	False	False	False
chr6	33756787	33757015	False	False	True	False
chr6	33812729	33812989	True	True	True	True
chr6	33841181	33841442	True	True	True	True
chr6	33851801	33852389	True	True	True	True
chr6	33958642	33958858	True	True	True	True
chr6	33968050	33968279	True	True	True	True
chr6	34021183	34021491	False	False	False	False
chr6	34027278	34028111	True	True	True	True
chr6	34067818	34068299	False	True	True	True
chr6	34074267	34074682	False	True	True	False
chr6	34115055	34115841	True	False	True	False
chr6	34122092	34122383	False	False	False	False
chr6	34136474	34136900	False	False	True	False
chr6	34154455	34155399	True	True	True	True
chr6	34247603	34247945	False	True	True	True
chr6	34266878	34268102	False	False	False	False
chr6	34272467	34272889	False	True	True	True
chr6	34353429	34354492	False	False	False	False
chr6	34392333	34392919	True	True	True	True
chr6	34465530	34466391	False	False	True	False
chr6	34475314	34476309	False	False	False	False
chr6	34484818	34485953	False	True	True	False
chr6	34514571	34515258	True	True	True	True
chr6	34553733	34554099	False	False	False	False
chr6	34554692	34555215	False	False	True	False
chr6	34560520	34561135	True	True	True	True
chr6	34580843	34581512	False	False	False	False
chr6	35107772	35108199	False	False	False	False
chr6	35217224	35217417	False	False	False	False
chr6	35318135	35318868	False	False	True	False
chr6	35341663	35341870	False	False	True	False
chr6	35401028	35401516	False	False	True	False
chr6	35425811	35428030	False	False	True	False
chr6	35458038	35458484	False	True	True	False
chr6	35471802	35471981	False	False	True	True
chr6	35491275	35491784	False	False	False	False
chr6	35516019	35516263	True	True	True	False
chr6	35535144	35535468	False	False	False	False
chr6	35665624	35665824	False	False	True	False
chr6	35713458	35713857	False	False	False	False
chr6	35731697	35732221	True	True	True	True
chr6	35786686	35788177	False	False	True	False
chr6	35804956	35805811	True	False	True	True
chr6	35814144	35815009	False	False	False	False
chr6	35905910	35906761	False	False	False	False
chr6	35928012	35928218	False	False	False	False
chr6	36117012	36117413	False	False	False	False
chr6	36123705	36124218	True	True	True	True
chr6	36131694	36132253	True	False	True	False
chr6	36263666	36264106	False	False	False	False
chr6	36269891	36270116	False	False	False	False
chr6	36310986	36311576	False	False	False	False
chr6	36326382	36326951	False	False	True	False
chr6	36373491	36373968	False	False	True	False
chr6	36374547	36374766	False	False	False	False
chr6	36387515	36388547	False	False	True	False
chr6	36579151	36580461	True	True	True	True
chr6	36623023	36624300	True	True	True	True
chr6	36766006	36766502	True	True	True	True
chr6	36782706	36783268	True	True	True	True
chr6	36839654	36840356	False	True	True	True
chr6	36863707	36864423	False	False	False	False
chr6	36927460	36928892	False	False	True	False
chr6	36940052	36941153	False	False	False	False
chr6	36947636	36948313	False	False	True	False
chr6	36963692	36963915	False	False	True	False
chr6	36966996	36967987	False	False	False	False
chr6	36975838	36976439	False	False	False	False
chr6	36977269	36977867	True	True	True	True
chr6	37021737	37022024	True	True	True	True
chr6	37130880	37131074	False	False	True	False
chr6	37207724	37208347	True	True	True	True
chr6	37209983	37210776	True	True	True	True
chr6	37325299	37326216	True	True	True	True
chr6	37399766	37401051	False	False	False	False
chr6	37483688	37484824	True	True	True	True
chr6	37485243	37485682	True	True	True	True
chr6	37489628	37490310	True	True	True	False
chr6	37500956	37501326	False	False	False	False
chr6	37625480	37625908	False	False	True	False
chr6	37650024	37650439	False	True	True	True
chr6	37691867	37692492	True	True	True	True
chr6	37696966	37698154	False	False	True	True
chr6	37732717	37733179	False	True	True	True
chr6	37807512	37809058	False	False	True	False
chr6	37857693	37858293	False	False	False	False
chr6	38229838	38230077	True	False	True	False
chr6	39029278	39029929	True	True	True	True
chr6	39073904	39074338	False	False	False	False
chr6	39137198	39137580	True	False	False	False
chr6	39204669	39205033	False	False	False	False
chr6	39205677	39206891	False	False	True	False
chr6	39223134	39223384	False	False	False	False
chr6	39301582	39301937	True	True	True	True
chr6	39310544	39311025	False	False	True	False
chr6	39901628	39902057	False	False	False	False
chr6	39945667	39946053	False	False	False	False
chr6	40080924	40081551	False	False	False	False
chr6	40585949	40586211	False	False	True	False
chr6	40587364	40588141	False	True	True	False
chr6	40719301	40720388	False	True	True	False
chr6	40775021	40775230	False	True	True	False
chr6	40912125	40912838	True	True	True	True
chr6	41051463	41052250	False	False	True	False
chr6	41167545	41168012	True	False	True	False
chr6	41340736	41342360	False	False	False	False
chr6	41367583	41368047	True	True	True	True
chr6	41450777	41451824	False	True	True	True
chr6	41469900	41470809	False	False	True	False
chr6	41499016	41499496	False	False	False	False
chr6	41512766	41513369	False	False	False	False
chr6	41545142	41547292	True	True	True	True
chr6	41645320	41645784	False	False	True	False
chr6	41700625	41701002	False	True	True	False
chr6	41705574	41706516	True	True	True	True
chr6	41712896	41713570	False	False	True	False
chr6	41733879	41734528	True	False	True	True
chr6	41756126	41756791	False	False	True	False
chr6	41975290	41976640	False	False	False	False
chr6	41997117	41997779	False	False	False	False
chr6	42068957	42069437	False	False	True	True
chr6	42096221	42096552	True	True	True	True
chr6	42181946	42182463	False	False	False	False
chr6	42674296	42674994	False	False	False	False
chr6	42795976	42796508	False	False	False	False
chr6	42829735	42830128	False	False	False	False
chr6	42870033	42870927	False	False	False	False
chr6	42938738	42940101	False	False	True	False
chr6	42963422	42964494	True	True	True	True
chr6	43038536	43039546	False	False	False	False
chr6	43053628	43054134	True	False	True	False
chr6	43151019	43152333	False	False	False	False
chr6	43172192	43172759	False	False	True	False
chr6	43205912	43206506	False	False	False	False
chr6	43221720	43223551	False	False	True	False
chr6	43253058	43253973	False	False	False	False
chr6	43263337	43263798	True	True	True	True
chr6	43275004	43275545	False	False	True	False
chr6	43286683	43287374	True	True	True	True
chr6	43307563	43309219	False	True	True	False
chr6	43413029	43413741	False	False	False	False
chr6	43454362	43455974	True	True	True	True
chr6	43461629	43462882	False	False	False	False
chr6	43584820	43585513	False	False	False	False
chr6	43616729	43618964	False	False	False	False
chr6	43629031	43629670	False	True	True	False
chr6	43645246	43645670	False	False	True	False
chr6	43668154	43668908	True	True	True	True
chr6	43744571	43744921	False	False	False	False
chr6	43758402	43759422	True	True	True	True
chr6	43759522	43759980	False	False	False	False
chr6	43773353	43773591	False	True	True	True
chr6	43786526	43787992	True	False	False	False
chr6	43836135	43837013	True	False	False	False
chr6	43850465	43850745	False	False	False	False
chr6	43887519	43888475	False	True	True	False
chr6	43951113	43952505	True	True	True	True
chr6	43953590	43954050	True	True	True	True
chr6	43964604	43965517	False	False	False	False
chr6	43966064	43966439	False	False	False	False
chr6	43978473	43979242	False	False	False	False
chr6	43999747	44000799	False	False	False	False
chr6	44006454	44007021	False	False	True	False
chr6	44041522	44042028	True	False	True	False
chr6	44095911	44096326	False	False	True	True
chr6	44096406	44097045	True	True	True	True
chr6	44100032	44100549	True	True	True	True
chr6	44102544	44102851	False	False	True	False
chr6	44128178	44128784	False	True	True	True
chr6	44151602	44152507	True	True	True	True
chr6	44166210	44167233	False	False	False	False
chr6	44172593	44173548	True	True	True	True
chr6	44180360	44181218	False	False	False	False
chr6	44183826	44184032	False	True	True	False
chr6	44191989	44193132	False	False	True	False
chr6	44200655	44202276	True	False	True	False
chr6	44219205	44219970	True	False	True	True
chr6	44221581	44221837	True	True	True	True
chr6	44223199	44224313	True	True	True	True
chr6	44254209	44255688	False	False	True	False
chr6	44270918	44271273	True	False	True	False
chr6	44477148	44477776	False	False	False	False
chr6	44629732	44629969	False	False	False	False
chr6	44823206	44823758	False	False	False	False
chr6	45062439	45062782	False	False	False	False
chr6	45306615	45307256	False	False	False	False
chr6	45419451	45420165	True	True	True	True
chr6	45421421	45422820	True	True	True	True
chr6	45841141	45841363	False	True	False	False
chr6	46085697	46086410	False	False	False	False
chr6	46652568	46653590	True	False	True	False
chr6	47529160	47529585	False	False	False	False
chr6	49667841	49668582	False	False	True	False
chr6	49769016	49769392	False	False	False	False
chr6	50720533	50720927	True	False	False	False
chr6	52096498	52096846	False	False	False	False
chr6	52351855	52353004	False	False	True	False
chr6	52590388	52590823	True	True	True	False
chr6	52611702	52612144	False	False	True	False
chr6	53247391	53247675	False	False	False	False
chr6	53335144	53336327	False	False	True	False
chr6	56842982	56844481	False	True	True	True
chr6	56902404	56903188	True	True	True	True
chr6	57274639	57275005	False	False	False	False
chr6	57672345	57672753	False	False	True	False
chr6	57970632	57970881	False	False	True	False
chr6	58450515	58450978	False	False	False	False
chr6	58593314	58593679	False	False	False	False
chr6	58595761	58596119	False	False	False	False
chr6	58617981	58618835	False	False	False	False
chr6	58641299	58641968	False	False	False	False
chr6	58666052	58666424	False	False	False	False
chr6	58744158	58744658	False	False	False	False
chr6	58755051	58755794	False	False	False	False
chr6	58781401	58782334	False	False	False	False
chr6	58784426	58785193	False	False	False	False
chr6	58792715	58793849	False	False	False	False
chr6	58805958	58806417	False	False	False	False
chr6	58817337	58817759	False	False	False	False
chr6	58886156	58886832	False	False	False	False
chr6	58924794	58925405	False	False	False	False
chr6	58996854	58997392	False	False	False	False
chr6	59009689	59010286	False	False	False	False
chr6	59013745	59014372	False	False	False	False
chr6	59032988	59033399	False	False	False	False
chr6	59081811	59082624	False	False	False	False
chr6	59101131	59101540	False	False	False	False
chr6	59114934	59115644	False	False	False	False
chr6	59156826	59157789	False	False	False	False
chr6	59193391	59194055	False	False	False	False
chr6	59264638	59265481	False	False	False	False
chr6	59284348	59284801	False	False	False	False
chr6	59294400	59294778	False	False	False	False
chr6	59296062	59296558	False	False	False	False
chr6	59311453	59311943	False	False	False	False
chr6	59336061	59337401	False	False	False	False
chr6	59383217	59384053	False	False	False	False
chr6	59406710	59407100	False	False	False	False
chr6	59484454	59484881	False	False	False	False
chr6	59504404	59505046	False	False	False	False
chr6	59524830	59525305	False	False	False	False
chr6	59545284	59545753	False	False	False	False
chr6	59566144	59566502	False	False	False	False
chr6	59575631	59576022	False	False	False	False
chr6	59612238	59612976	False	False	False	False
chr6	59630703	59631682	False	False	False	False
chr6	59639912	59640410	False	False	False	False
chr6	59659133	59659631	False	False	False	False
chr6	59661282	59661753	False	False	False	False
chr6	59666489	59667016	False	False	False	False
chr6	59684751	59685490	False	False	False	False
chr6	59718337	59718795	False	False	False	False
chr6	59747769	59748120	False	False	False	False
chr6	59764266	59764671	False	False	False	False
chr6	59770678	59771247	False	False	False	False
chr6	59780617	59781303	False	False	False	False
chr6	60238930	60239702	False	False	True	False
chr6	61322860	61323237	False	False	False	False
chr6	63635677	63636091	True	False	True	True
chr6	65551359	65551801	False	False	False	False
chr6	67200711	67201102	False	False	False	False
chr6	67883636	67884053	False	False	True	False
chr6	68839839	68840507	False	False	False	False
chr6	69763488	69764516	False	False	False	False
chr6	70151682	70151877	False	False	False	False
chr6	70312184	70312678	False	False	True	False
chr6	70566876	70567221	False	False	True	True
chr6	70700646	70701789	False	False	True	False
chr6	70955375	70956594	True	True	True	True
chr6	71886604	71887028	False	False	True	False
chr6	72705100	72705269	False	False	True	False
chr6	73214325	73215155	False	False	False	False
chr6	73441564	73442721	False	False	False	False
chr6	73523596	73523954	False	False	True	False
chr6	73557315	73558071	False	False	False	False
chr6	73558616	73559200	False	False	False	False
chr6	73653825	73654306	False	False	True	False
chr6	74888760	74889218	False	False	True	False
chr6	75201857	75202610	False	False	True	False
chr6	75718275	75719550	False	False	False	False
chr6	76111139	76111784	False	False	False	False
chr6	76165543	76165903	False	False	False	False
chr6	77087826	77088469	False	False	False	False
chr6	79841667	79841874	True	False	False	False
chr6	82558382	82559201	False	False	False	False
chr6	83430962	83431494	True	False	True	False
chr6	83511822	83512893	True	True	True	True
chr6	83872766	83873374	False	False	False	False
chr6	83873636	83874285	False	False	False	False
chr6	84033214	84034696	True	False	True	True
chr6	84059063	84059457	False	False	False	False
chr6	84549980	84550229	False	True	True	False
chr6	85323494	85324100	True	True	True	True
chr6	85449925	85450375	False	False	True	False
chr6	85593780	85594147	True	False	True	True
chr6	86569560	86569909	False	False	False	False
chr6	86604640	86605556	False	False	False	False
chr6	86936743	86938033	True	True	True	True
chr6	87380181	87380426	False	False	False	False
chr6	87436291	87436786	True	False	True	False
chr6	87776085	87776634	False	False	False	False
chr6	88165609	88167155	False	False	True	False
chr6	88350728	88351142	False	False	False	False
chr6	88538196	88538587	True	False	False	False
chr6	88609301	88609768	False	False	True	False
chr6	89010727	89011200	False	False	False	False
chr6	89311475	89311854	True	True	True	False
chr6	89375503	89375795	False	True	True	False
chr6	89623666	89624389	False	False	False	False
chr6	89630304	89630844	False	False	False	False
chr6	90175771	90176228	False	False	True	False
chr6	90434038	90434439	False	True	True	False
chr6	90476547	90476975	False	True	True	True
chr6	90502927	90503287	True	True	False	False
chr6	90595721	90596512	False	False	False	False
chr6	91052468	91052938	False	False	False	False
chr6	93017095	93017567	False	False	True	False
chr6	97198021	97198477	False	False	False	False
chr6	98835287	98835754	False	False	True	False
chr6	99334387	99335191	True	True	True	True
chr6	99349084	99350174	False	False	True	True
chr6	99588552	99589709	False	False	True	False
chr6	100461297	100461634	False	False	True	False
chr6	100881117	100881622	False	False	True	False
chr6	100892128	100892995	False	False	True	False
chr6	103496673	103497210	False	False	False	False
chr6	103802033	103802498	False	False	False	False
chr6	104656355	104656727	False	False	False	False
chr6	104965307	104965670	False	False	False	False
chr6	104976218	104976899	False	False	False	False
chr6	105011059	105011628	False	False	True	False
chr6	105112596	105113041	True	True	False	False
chr6	105136181	105137381	False	False	True	False
chr6	105145115	105145507	False	False	False	False
chr6	105179237	105180027	False	False	True	False
chr6	105206168	105206560	False	False	False	False
chr6	105982633	105982999	False	False	False	False
chr6	106630481	106630756	False	False	False	False
chr6	106771934	106772281	False	False	True	False
chr6	106974538	106975942	True	True	True	True
chr6	107079992	107080514	False	True	True	False
chr6	107948188	107948577	False	False	False	False
chr6	107995779	107996224	False	False	False	False
chr6	108635544	108636663	False	False	True	False
chr6	108673662	108673874	False	False	False	False
chr6	108727701	108728420	False	False	False	False
chr6	108848169	108848674	False	False	True	False
chr6	109243541	109245006	False	False	False	False
chr6	109420833	109421218	False	False	False	False
chr6	109447777	109448329	False	True	True	False
chr6	109978227	109978860	True	False	True	False
chr6	110565692	110565917	False	False	True	False
chr6	110688472	110689700	False	False	True	False
chr6	111483443	111484274	True	False	True	True
chr6	111564376	111565326	False	False	True	False
chr6	111631786	111632993	False	False	True	False
chr6	111774075	111774713	False	False	False	False
chr6	111811841	111812471	False	False	False	False
chr6	111952790	111952979	False	False	True	False
chr6	111957500	111958253	False	False	True	False
chr6	112145049	112145710	False	False	True	False
chr6	112366560	112367538	False	False	False	False
chr6	112879814	112880523	True	True	True	True
chr6	114633624	114633986	False	False	False	False
chr6	116279219	116280113	False	True	True	True
chr6	116572835	116572996	False	False	False	False
chr6	116816994	116817391	False	False	False	False
chr6	116875717	116877583	False	False	False	False
chr6	117478467	117478717	True	True	True	True
chr6	117481422	117481947	False	False	True	True
chr6	117906837	117907823	True	True	True	False
chr6	118319965	118320220	False	False	True	False
chr6	118377865	118378478	False	False	True	False
chr6	118408367	118409233	True	True	True	True
chr6	118685959	118686161	False	False	True	False
chr6	118777268	118777574	False	False	True	False
chr6	118785658	118785923	False	True	False	False
chr6	118894686	118895092	False	False	True	False
chr6	119078575	119079096	True	True	True	True
chr6	119348767	119350652	True	True	True	True
